Dataset_name,G,M,MS,K,CV_score
ionosphere,0.25,0.06,0.05,11000,0.9126760563380282
ionosphere,0.2,0.06,0.05,12000,0.9126760563380282
ionosphere,0.1,0.06,0.05,13000,0.9154929577464788
ionosphere,0.3,0.06,0.05,11000,0.9183098591549296
ionosphere,0.25,0.06,0.05,12000,0.9126760563380282
ionosphere,0.3,0.06,0.05,12000,0.9154929577464788
ionosphere,0.15,0.06,0.05,13000,0.9154929577464788
ionosphere,0.2,0.06,0.05,13000,0.9126760563380282
ionosphere,0.25,0.06,0.05,13000,0.9154929577464788
ionosphere,0.1,0.06,0.05,14000,0.9154929577464788
ionosphere,0.3,0.06,0.05,13000,0.9070422535211268
ionosphere,0.15,0.06,0.05,14000,0.9211267605633802
ionosphere,0.2,0.06,0.05,14000,0.9183098591549296
ionosphere,0.1,0.06,0.05,15000,0.9070422535211267
ionosphere,0.15,0.06,0.05,15000,0.9211267605633802
ionosphere,0.25,0.06,0.05,14000,0.9126760563380282
ionosphere,0.3,0.06,0.05,14000,0.9126760563380282
ionosphere,0.1,0.06,0.05,16000,0.9154929577464788
ionosphere,0.2,0.06,0.05,15000,0.9154929577464788
ionosphere,0.15,0.06,0.05,16000,0.9211267605633802
ionosphere,0.25,0.06,0.05,15000,0.9098591549295774
ionosphere,0.1,0.06,0.05,17000,0.9154929577464788
ionosphere,0.3,0.06,0.05,15000,0.904225352112676
ionosphere,0.2,0.06,0.05,16000,0.9183098591549296
ionosphere,0.15,0.06,0.05,17000,0.9098591549295774
ionosphere,0.25,0.06,0.05,16000,0.9183098591549296
ionosphere,0.1,0.06,0.05,18000,0.9126760563380281
ionosphere,0.3,0.06,0.05,16000,0.9098591549295774
ionosphere,0.2,0.06,0.05,17000,0.9126760563380282
ionosphere,0.25,0.06,0.05,17000,0.9183098591549296
ionosphere,0.15,0.06,0.05,18000,0.9126760563380282
ionosphere,0.3,0.06,0.05,17000,0.9126760563380282
ionosphere,0.2,0.06,0.05,18000,0.9267605633802816
ionosphere,0.1,0.06,0.05,19000,0.9154929577464788
ionosphere,0.25,0.06,0.05,18000,0.9183098591549296
ionosphere,0.3,0.06,0.05,18000,0.9098591549295774
ionosphere,0.15,0.06,0.05,19000,0.9098591549295774
ionosphere,0.1,0.06,0.05,20000,0.9126760563380282
ionosphere,0.2,0.06,0.05,19000,0.9070422535211268
ionosphere,0.15,0.06,0.05,20000,0.9154929577464788
ionosphere,0.1,0.06,0.1,1000,0.9098591549295774
ionosphere,0.25,0.06,0.05,19000,0.9126760563380282
ionosphere,0.2,0.06,0.05,20000,0.9126760563380282
ionosphere,0.3,0.06,0.05,19000,0.9126760563380282
ionosphere,0.15,0.06,0.1,1000,0.9154929577464788
ionosphere,0.1,0.06,0.1,2000,0.9154929577464788
ionosphere,0.25,0.06,0.05,20000,0.9183098591549296
ionosphere,0.2,0.06,0.1,1000,0.9126760563380282
ionosphere,0.3,0.06,0.05,20000,0.9098591549295774
ionosphere,0.15,0.06,0.1,2000,0.9183098591549296
ionosphere,0.25,0.06,0.1,1000,0.9211267605633802
ionosphere,0.2,0.06,0.1,2000,0.9098591549295774
ionosphere,0.3,0.06,0.1,1000,0.9126760563380282
ionosphere,0.1,0.06,0.1,3000,0.9183098591549296
ionosphere,0.25,0.06,0.1,2000,0.9126760563380282
ionosphere,0.3,0.06,0.1,2000,0.9154929577464788
ionosphere,0.15,0.06,0.1,3000,0.9126760563380282
ionosphere,0.2,0.06,0.1,3000,0.923943661971831
ionosphere,0.1,0.06,0.1,4000,0.9098591549295774
ionosphere,0.25,0.06,0.1,3000,0.9154929577464788
ionosphere,0.15,0.06,0.1,4000,0.9098591549295774
ionosphere,0.3,0.06,0.1,3000,0.9267605633802816
ionosphere,0.1,0.06,0.1,5000,0.9098591549295774
ionosphere,0.2,0.06,0.1,4000,0.9211267605633802
ionosphere,0.15,0.06,0.1,5000,0.9183098591549296
ionosphere,0.25,0.06,0.1,4000,0.9154929577464788
ionosphere,0.2,0.06,0.1,5000,0.9098591549295774
ionosphere,0.1,0.06,0.1,6000,0.9183098591549296
ionosphere,0.15,0.06,0.1,6000,0.9183098591549295
ionosphere,0.3,0.06,0.1,4000,0.9211267605633802
ionosphere,0.25,0.06,0.1,5000,0.9098591549295774
ionosphere,0.1,0.06,0.1,7000,0.9070422535211267
ionosphere,0.2,0.06,0.1,6000,0.9183098591549296
ionosphere,0.3,0.06,0.1,5000,0.9098591549295774
ionosphere,0.15,0.06,0.1,7000,0.9070422535211267
ionosphere,0.25,0.06,0.1,6000,0.9154929577464788
ionosphere,0.3,0.06,0.1,6000,0.9126760563380282
ionosphere,0.2,0.06,0.1,7000,0.9126760563380282
ionosphere,0.25,0.06,0.1,7000,0.9098591549295774
ionosphere,0.1,0.06,0.1,8000,0.923943661971831
ionosphere,0.3,0.06,0.1,7000,0.9126760563380282
ionosphere,0.15,0.06,0.1,8000,0.904225352112676
ionosphere,0.2,0.06,0.1,8000,0.9154929577464788
ionosphere,0.1,0.06,0.1,9000,0.9154929577464788
ionosphere,0.15,0.06,0.1,9000,0.9211267605633802
ionosphere,0.25,0.06,0.1,8000,0.9154929577464788
ionosphere,0.1,0.06,0.1,10000,0.9183098591549296
ionosphere,0.2,0.06,0.1,9000,0.9183098591549296
ionosphere,0.3,0.06,0.1,8000,0.9098591549295774
ionosphere,0.15,0.06,0.1,10000,0.9126760563380282
ionosphere,0.25,0.06,0.1,9000,0.9154929577464788
ionosphere,0.1,0.06,0.1,11000,0.9098591549295774
ionosphere,0.2,0.06,0.1,10000,0.9183098591549296
ionosphere,0.3,0.06,0.1,9000,0.9070422535211268
ionosphere,0.25,0.06,0.1,10000,0.9154929577464788
ionosphere,0.15,0.06,0.1,11000,0.9211267605633802
ionosphere,0.1,0.06,0.1,12000,0.9126760563380282
ionosphere,0.3,0.06,0.1,10000,0.9070422535211268
ionosphere,0.2,0.06,0.1,11000,0.9183098591549296
ionosphere,0.15,0.06,0.1,12000,0.9154929577464788
ionosphere,0.25,0.06,0.1,11000,0.9126760563380282
ionosphere,0.3,0.06,0.1,11000,0.904225352112676
ionosphere,0.2,0.06,0.1,12000,0.9070422535211268
ionosphere,0.25,0.06,0.1,12000,0.9154929577464788
ionosphere,0.3,0.06,0.1,12000,0.9098591549295774
ionosphere,0.1,0.06,0.1,13000,0.9154929577464788
ionosphere,0.15,0.06,0.1,13000,0.9126760563380281
ionosphere,0.2,0.06,0.1,13000,0.9126760563380282
ionosphere,0.1,0.06,0.1,14000,0.9098591549295774
ionosphere,0.15,0.06,0.1,14000,0.9154929577464788
ionosphere,0.25,0.06,0.1,13000,0.9126760563380282
ionosphere,0.3,0.06,0.1,13000,0.9070422535211268
ionosphere,0.1,0.06,0.1,15000,0.904225352112676
ionosphere,0.2,0.06,0.1,14000,0.9183098591549296
ionosphere,0.15,0.06,0.1,15000,0.9126760563380282
ionosphere,0.25,0.06,0.1,14000,0.9211267605633804
ionosphere,0.1,0.06,0.1,16000,0.9183098591549296
ionosphere,0.3,0.06,0.1,14000,0.9154929577464788
ionosphere,0.2,0.06,0.1,15000,0.9154929577464788
ionosphere,0.25,0.06,0.1,15000,0.904225352112676
ionosphere,0.15,0.06,0.1,16000,0.9126760563380282
ionosphere,0.3,0.06,0.1,15000,0.923943661971831
ionosphere,0.1,0.06,0.1,17000,0.9211267605633802
ionosphere,0.2,0.06,0.1,16000,0.9070422535211268
ionosphere,0.25,0.06,0.1,16000,0.9126760563380282
ionosphere,0.3,0.06,0.1,16000,0.9211267605633802
ionosphere,0.15,0.06,0.1,17000,0.9183098591549296
ionosphere,0.2,0.06,0.1,17000,0.9154929577464788
ionosphere,0.25,0.06,0.1,17000,0.9154929577464788
ionosphere,0.1,0.06,0.1,18000,0.923943661971831
ionosphere,0.3,0.06,0.1,17000,0.9154929577464788
ionosphere,0.15,0.06,0.1,18000,0.904225352112676
ionosphere,0.2,0.06,0.1,18000,0.9098591549295774
ionosphere,0.1,0.06,0.1,19000,0.9126760563380282
ionosphere,0.15,0.06,0.1,19000,0.923943661971831
ionosphere,0.25,0.06,0.1,18000,0.9098591549295774
ionosphere,0.3,0.06,0.1,18000,0.9126760563380282
ionosphere,0.2,0.06,0.1,19000,0.9098591549295774
ionosphere,0.1,0.06,0.1,20000,0.9126760563380282
ionosphere,0.15,0.06,0.1,20000,0.9070422535211268
ionosphere,0.25,0.06,0.1,19000,0.9183098591549296
ionosphere,0.2,0.06,0.1,20000,0.9098591549295774
ionosphere,0.1,0.07,0.05,1000,0.9211267605633802
ionosphere,0.3,0.06,0.1,19000,0.9211267605633802
ionosphere,0.15,0.07,0.05,1000,0.9183098591549296
ionosphere,0.25,0.06,0.1,20000,0.9154929577464788
ionosphere,0.2,0.07,0.05,1000,0.9211267605633802
ionosphere,0.3,0.06,0.1,20000,0.9183098591549296
ionosphere,0.1,0.07,0.05,2000,0.9211267605633802
ionosphere,0.25,0.07,0.05,1000,0.9014084507042254
ionosphere,0.3,0.07,0.05,1000,0.9098591549295774
ionosphere,0.15,0.07,0.05,2000,0.9126760563380282
ionosphere,0.2,0.07,0.05,2000,0.9126760563380282
ionosphere,0.1,0.07,0.05,3000,0.9154929577464788
ionosphere,0.25,0.07,0.05,2000,0.9183098591549296
ionosphere,0.3,0.07,0.05,2000,0.9183098591549296
ionosphere,0.15,0.07,0.05,3000,0.9183098591549296
ionosphere,0.2,0.07,0.05,3000,0.9098591549295774
ionosphere,0.1,0.07,0.05,4000,0.9098591549295774
ionosphere,0.15,0.07,0.05,4000,0.9183098591549296
ionosphere,0.25,0.07,0.05,3000,0.9183098591549296
ionosphere,0.2,0.07,0.05,4000,0.923943661971831
ionosphere,0.3,0.07,0.05,3000,0.923943661971831
ionosphere,0.1,0.07,0.05,5000,0.9126760563380282
ionosphere,0.15,0.07,0.05,5000,0.9183098591549295
ionosphere,0.25,0.07,0.05,4000,0.9070422535211268
ionosphere,0.1,0.07,0.05,6000,0.9154929577464788
ionosphere,0.2,0.07,0.05,5000,0.9183098591549296
ionosphere,0.3,0.07,0.05,4000,0.904225352112676
ionosphere,0.15,0.07,0.05,6000,0.9183098591549296
ionosphere,0.25,0.07,0.05,5000,0.923943661971831
ionosphere,0.2,0.07,0.05,6000,0.9183098591549296
ionosphere,0.3,0.07,0.05,5000,0.923943661971831
ionosphere,0.25,0.07,0.05,6000,0.9211267605633804
ionosphere,0.1,0.07,0.05,7000,0.9211267605633802
ionosphere,0.3,0.07,0.05,6000,0.9183098591549296
ionosphere,0.15,0.07,0.05,7000,0.9126760563380281
ionosphere,0.2,0.07,0.05,7000,0.9126760563380282
ionosphere,0.1,0.07,0.05,8000,0.9183098591549296
ionosphere,0.25,0.07,0.05,7000,0.9070422535211268
ionosphere,0.3,0.07,0.05,7000,0.9183098591549296
ionosphere,0.15,0.07,0.05,8000,0.9183098591549296
ionosphere,0.2,0.07,0.05,8000,0.904225352112676
ionosphere,0.1,0.07,0.05,9000,0.9098591549295774
ionosphere,0.15,0.07,0.05,9000,0.9183098591549296
ionosphere,0.25,0.07,0.05,8000,0.9126760563380282
ionosphere,0.3,0.07,0.05,8000,0.9070422535211267
ionosphere,0.1,0.07,0.05,10000,0.9380281690140846
ionosphere,0.2,0.07,0.05,9000,0.9154929577464788
ionosphere,0.15,0.07,0.05,10000,0.9098591549295774
ionosphere,0.25,0.07,0.05,9000,0.9070422535211268
ionosphere,0.1,0.07,0.05,11000,0.9154929577464788
ionosphere,0.3,0.07,0.05,9000,0.9154929577464788
ionosphere,0.2,0.07,0.05,10000,0.9183098591549296
ionosphere,0.15,0.07,0.05,11000,0.9070422535211268
ionosphere,0.25,0.07,0.05,10000,0.9183098591549296
ionosphere,0.3,0.07,0.05,10000,0.9154929577464788
ionosphere,0.2,0.07,0.05,11000,0.9154929577464788
ionosphere,0.25,0.07,0.05,11000,0.9154929577464788
ionosphere,0.1,0.07,0.05,12000,0.9126760563380282
ionosphere,0.3,0.07,0.05,11000,0.9126760563380282
ionosphere,0.15,0.07,0.05,12000,0.9126760563380282
ionosphere,0.2,0.07,0.05,12000,0.9154929577464788
ionosphere,0.1,0.07,0.05,13000,0.9154929577464788
ionosphere,0.25,0.07,0.05,12000,0.9126760563380282
ionosphere,0.3,0.07,0.05,12000,0.9211267605633802
ionosphere,0.15,0.07,0.05,13000,0.9070422535211268
ionosphere,0.2,0.07,0.05,13000,0.9183098591549296
ionosphere,0.1,0.07,0.05,14000,0.9070422535211268
ionosphere,0.15,0.07,0.05,14000,0.9154929577464788
ionosphere,0.25,0.07,0.05,13000,0.9211267605633802
ionosphere,0.3,0.07,0.05,13000,0.9126760563380282
ionosphere,0.2,0.07,0.05,14000,0.9183098591549296
ionosphere,0.1,0.07,0.05,15000,0.9126760563380282
ionosphere,0.15,0.07,0.05,15000,0.904225352112676
ionosphere,0.25,0.07,0.05,14000,0.9098591549295774
ionosphere,0.1,0.07,0.05,16000,0.915492957746479
ionosphere,0.2,0.07,0.05,15000,0.9070422535211268
ionosphere,0.3,0.07,0.05,14000,0.9126760563380282
ionosphere,0.25,0.07,0.05,15000,0.9154929577464788
ionosphere,0.3,0.07,0.05,15000,0.9126760563380281
ionosphere,0.15,0.07,0.05,16000,0.9154929577464788
ionosphere,0.2,0.07,0.05,16000,0.9154929577464788
ionosphere,0.25,0.07,0.05,16000,0.9070422535211268
ionosphere,0.1,0.07,0.05,17000,0.9183098591549295
ionosphere,0.3,0.07,0.05,16000,0.9154929577464788
ionosphere,0.15,0.07,0.05,17000,0.9183098591549296
ionosphere,0.1,0.07,0.05,18000,0.9211267605633802
ionosphere,0.2,0.07,0.05,17000,0.9183098591549296
ionosphere,0.25,0.07,0.05,17000,0.923943661971831
ionosphere,0.15,0.07,0.05,18000,0.8985915492957746
ionosphere,0.3,0.07,0.05,17000,0.904225352112676
ionosphere,0.2,0.07,0.05,18000,0.9126760563380282
ionosphere,0.1,0.07,0.05,19000,0.9098591549295774
ionosphere,0.15,0.07,0.05,19000,0.9154929577464788
ionosphere,0.25,0.07,0.05,18000,0.923943661971831
ionosphere,0.2,0.07,0.05,19000,0.9154929577464788
ionosphere,0.1,0.07,0.05,20000,0.9154929577464788
ionosphere,0.3,0.07,0.05,18000,0.9098591549295774
ionosphere,0.15,0.07,0.05,20000,0.9183098591549296
ionosphere,0.25,0.07,0.05,19000,0.9154929577464788
ionosphere,0.3,0.07,0.05,19000,0.9211267605633802
ionosphere,0.2,0.07,0.05,20000,0.9154929577464788
ionosphere,0.1,0.07,0.1,1000,0.9098591549295774
ionosphere,0.25,0.07,0.05,20000,0.9211267605633802
ionosphere,0.3,0.07,0.05,20000,0.9126760563380282
ionosphere,0.15,0.07,0.1,1000,0.9211267605633804
ionosphere,0.2,0.07,0.1,1000,0.9183098591549296
ionosphere,0.25,0.07,0.1,1000,0.9295774647887324
ionosphere,0.1,0.07,0.1,2000,0.9183098591549296
ionosphere,0.3,0.07,0.1,1000,0.9098591549295774
ionosphere,0.15,0.07,0.1,2000,0.9126760563380282
ionosphere,0.2,0.07,0.1,2000,0.9183098591549296
ionosphere,0.1,0.07,0.1,3000,0.9070422535211268
ionosphere,0.25,0.07,0.1,2000,0.9070422535211268
ionosphere,0.15,0.07,0.1,3000,0.9098591549295774
ionosphere,0.3,0.07,0.1,2000,0.9070422535211268
ionosphere,0.2,0.07,0.1,3000,0.9126760563380282
ionosphere,0.1,0.07,0.1,4000,0.9183098591549295
ionosphere,0.15,0.07,0.1,4000,0.9070422535211267
ionosphere,0.25,0.07,0.1,3000,0.9098591549295774
ionosphere,0.2,0.07,0.1,4000,0.9154929577464788
ionosphere,0.3,0.07,0.1,3000,0.915492957746479
ionosphere,0.1,0.07,0.1,5000,0.9154929577464788
ionosphere,0.15,0.07,0.1,5000,0.9098591549295774
ionosphere,0.25,0.07,0.1,4000,0.9070422535211268
ionosphere,0.3,0.07,0.1,4000,0.9070422535211268
ionosphere,0.2,0.07,0.1,5000,0.904225352112676
ionosphere,0.1,0.07,0.1,6000,0.9098591549295774
ionosphere,0.25,0.07,0.1,5000,0.9126760563380282
ionosphere,0.3,0.07,0.1,5000,0.9154929577464788
ionosphere,0.15,0.07,0.1,6000,0.9211267605633804
ionosphere,0.2,0.07,0.1,6000,0.9070422535211268
ionosphere,0.1,0.07,0.1,7000,0.9183098591549296
ionosphere,0.25,0.07,0.1,6000,0.923943661971831
ionosphere,0.15,0.07,0.1,7000,0.9098591549295774
ionosphere,0.3,0.07,0.1,6000,0.9098591549295774
ionosphere,0.2,0.07,0.1,7000,0.9183098591549296
ionosphere,0.25,0.07,0.1,7000,0.9070422535211268
ionosphere,0.1,0.07,0.1,8000,0.904225352112676
ionosphere,0.15,0.07,0.1,8000,0.9070422535211268
ionosphere,0.2,0.07,0.1,8000,0.9126760563380282
ionosphere,0.3,0.07,0.1,7000,0.9126760563380282
ionosphere,0.1,0.07,0.1,9000,0.9295774647887324
ionosphere,0.15,0.07,0.1,9000,0.9183098591549296
ionosphere,0.25,0.07,0.1,8000,0.9098591549295774
ionosphere,0.1,0.07,0.1,10000,0.9126760563380282
ionosphere,0.2,0.07,0.1,9000,0.9154929577464788
ionosphere,0.3,0.07,0.1,8000,0.9154929577464788
ionosphere,0.25,0.07,0.1,9000,0.9211267605633802
ionosphere,0.15,0.07,0.1,10000,0.9098591549295774
ionosphere,0.3,0.07,0.1,9000,0.9211267605633802
ionosphere,0.2,0.07,0.1,10000,0.9183098591549296
ionosphere,0.25,0.07,0.1,10000,0.9098591549295774
ionosphere,0.1,0.07,0.1,11000,0.9154929577464788
ionosphere,0.3,0.07,0.1,10000,0.9267605633802818
ionosphere,0.15,0.07,0.1,11000,0.9126760563380282
ionosphere,0.2,0.07,0.1,11000,0.9098591549295774
ionosphere,0.1,0.07,0.1,12000,0.9126760563380282
ionosphere,0.25,0.07,0.1,11000,0.9070422535211268
ionosphere,0.15,0.07,0.1,12000,0.9183098591549296
ionosphere,0.3,0.07,0.1,11000,0.9154929577464788
ionosphere,0.2,0.07,0.1,12000,0.9098591549295774
ionosphere,0.1,0.07,0.1,13000,0.9183098591549296
ionosphere,0.25,0.07,0.1,12000,0.9154929577464788
ionosphere,0.15,0.07,0.1,13000,0.9070422535211267
ionosphere,0.3,0.07,0.1,12000,0.9126760563380282
ionosphere,0.2,0.07,0.1,13000,0.9098591549295774
ionosphere,0.1,0.07,0.1,14000,0.9098591549295774
ionosphere,0.15,0.07,0.1,14000,0.9126760563380282
ionosphere,0.25,0.07,0.1,13000,0.9183098591549296
ionosphere,0.3,0.07,0.1,13000,0.9014084507042254
ionosphere,0.2,0.07,0.1,14000,0.9098591549295774
ionosphere,0.1,0.07,0.1,15000,0.9211267605633802
ionosphere,0.25,0.07,0.1,14000,0.9154929577464788
ionosphere,0.3,0.07,0.1,14000,0.9154929577464788
ionosphere,0.15,0.07,0.1,15000,0.904225352112676
ionosphere,0.2,0.07,0.1,15000,0.9211267605633802
ionosphere,0.1,0.07,0.1,16000,0.9070422535211268
ionosphere,0.25,0.07,0.1,15000,0.9154929577464788
ionosphere,0.3,0.07,0.1,15000,0.9098591549295774
ionosphere,0.15,0.07,0.1,16000,0.9154929577464788
ionosphere,0.2,0.07,0.1,16000,0.9183098591549296
ionosphere,0.1,0.07,0.1,17000,0.9098591549295774
ionosphere,0.25,0.07,0.1,16000,0.9154929577464788
ionosphere,0.15,0.07,0.1,17000,0.9183098591549296
ionosphere,0.3,0.07,0.1,16000,0.9183098591549295
ionosphere,0.2,0.07,0.1,17000,0.9154929577464788
ionosphere,0.1,0.07,0.1,18000,0.9126760563380282
ionosphere,0.25,0.07,0.1,17000,0.9183098591549296
ionosphere,0.15,0.07,0.1,18000,0.9126760563380282
ionosphere,0.3,0.07,0.1,17000,0.9098591549295774
ionosphere,0.2,0.07,0.1,18000,0.9154929577464788
ionosphere,0.1,0.07,0.1,19000,0.9183098591549296
ionosphere,0.15,0.07,0.1,19000,0.9098591549295774
ionosphere,0.25,0.07,0.1,18000,0.9154929577464788
ionosphere,0.3,0.07,0.1,18000,0.9154929577464788
ionosphere,0.2,0.07,0.1,19000,0.9070422535211268
ionosphere,0.1,0.07,0.1,20000,0.9098591549295774
ionosphere,0.25,0.07,0.1,19000,0.9098591549295774
ionosphere,0.15,0.07,0.1,20000,0.923943661971831
ionosphere,0.3,0.07,0.1,19000,0.9126760563380282
ionosphere,0.2,0.07,0.1,20000,0.9098591549295774
ionosphere,0.25,0.07,0.1,20000,0.9154929577464788
ionosphere,0.1,0.08,0.05,1000,0.9211267605633802
ionosphere,0.15,0.08,0.05,1000,0.9098591549295774
ionosphere,0.3,0.07,0.1,20000,0.9154929577464788
ionosphere,0.2,0.08,0.05,1000,0.9098591549295774
ionosphere,0.25,0.08,0.05,1000,0.9183098591549296
ionosphere,0.1,0.08,0.05,2000,0.9183098591549296
ionosphere,0.3,0.08,0.05,1000,0.9126760563380282
ionosphere,0.15,0.08,0.05,2000,0.9183098591549296
ionosphere,0.1,0.08,0.05,3000,0.9183098591549296
ionosphere,0.2,0.08,0.05,2000,0.9126760563380281
ionosphere,0.15,0.08,0.05,3000,0.9098591549295774
ionosphere,0.25,0.08,0.05,2000,0.9126760563380282
ionosphere,0.2,0.08,0.05,3000,0.9183098591549296
ionosphere,0.3,0.08,0.05,2000,0.9070422535211268
ionosphere,0.1,0.08,0.05,4000,0.9070422535211268
ionosphere,0.25,0.08,0.05,3000,0.9098591549295774
ionosphere,0.15,0.08,0.05,4000,0.9126760563380282
ionosphere,0.3,0.08,0.05,3000,0.9126760563380282
ionosphere,0.2,0.08,0.05,4000,0.923943661971831
ionosphere,0.1,0.08,0.05,5000,0.9098591549295774
ionosphere,0.25,0.08,0.05,4000,0.9154929577464788
ionosphere,0.15,0.08,0.05,5000,0.9098591549295774
ionosphere,0.3,0.08,0.05,4000,0.9098591549295774
ionosphere,0.2,0.08,0.05,5000,0.9126760563380282
ionosphere,0.1,0.08,0.05,6000,0.9183098591549295
ionosphere,0.25,0.08,0.05,5000,0.9154929577464788
ionosphere,0.3,0.08,0.05,5000,0.9126760563380282
ionosphere,0.15,0.08,0.05,6000,0.9154929577464788
ionosphere,0.1,0.08,0.05,7000,0.9126760563380282
ionosphere,0.2,0.08,0.05,6000,0.923943661971831
ionosphere,0.25,0.08,0.05,6000,0.9126760563380282
ionosphere,0.15,0.08,0.05,7000,0.9154929577464788
ionosphere,0.3,0.08,0.05,6000,0.9126760563380282
ionosphere,0.1,0.08,0.05,8000,0.9126760563380282
ionosphere,0.2,0.08,0.05,7000,0.9183098591549296
ionosphere,0.15,0.08,0.05,8000,0.9126760563380282
ionosphere,0.25,0.08,0.05,7000,0.9126760563380282
ionosphere,0.3,0.08,0.05,7000,0.9126760563380282
ionosphere,0.1,0.08,0.05,9000,0.9154929577464788
ionosphere,0.2,0.08,0.05,8000,0.9126760563380282
ionosphere,0.15,0.08,0.05,9000,0.9154929577464788
ionosphere,0.25,0.08,0.05,8000,0.9126760563380282
ionosphere,0.3,0.08,0.05,8000,0.9126760563380282
ionosphere,0.2,0.08,0.05,9000,0.9154929577464788
ionosphere,0.1,0.08,0.05,10000,0.9098591549295774
ionosphere,0.25,0.08,0.05,9000,0.9154929577464788
ionosphere,0.15,0.08,0.05,10000,0.9126760563380282
ionosphere,0.3,0.08,0.05,9000,0.9183098591549296
ionosphere,0.2,0.08,0.05,10000,0.9098591549295774
ionosphere,0.1,0.08,0.05,11000,0.9154929577464788
ionosphere,0.25,0.08,0.05,10000,0.9154929577464788
ionosphere,0.3,0.08,0.05,10000,0.9183098591549296
ionosphere,0.15,0.08,0.05,11000,0.9098591549295774
ionosphere,0.2,0.08,0.05,11000,0.9154929577464788
ionosphere,0.1,0.08,0.05,12000,0.9126760563380282
ionosphere,0.25,0.08,0.05,11000,0.9154929577464788
ionosphere,0.15,0.08,0.05,12000,0.9126760563380281
ionosphere,0.3,0.08,0.05,11000,0.9070422535211268
ionosphere,0.2,0.08,0.05,12000,0.9154929577464788
ionosphere,0.1,0.08,0.05,13000,0.9098591549295774
ionosphere,0.25,0.08,0.05,12000,0.923943661971831
ionosphere,0.15,0.08,0.05,13000,0.9070422535211268
ionosphere,0.3,0.08,0.05,12000,0.9267605633802816
ionosphere,0.2,0.08,0.05,13000,0.9098591549295774
ionosphere,0.1,0.08,0.05,14000,0.9070422535211267
ionosphere,0.25,0.08,0.05,13000,0.9126760563380282
ionosphere,0.15,0.08,0.05,14000,0.9098591549295774
ionosphere,0.3,0.08,0.05,13000,0.9183098591549296
ionosphere,0.2,0.08,0.05,14000,0.9098591549295774
ionosphere,0.1,0.08,0.05,15000,0.9126760563380282
ionosphere,0.25,0.08,0.05,14000,0.9183098591549296
ionosphere,0.3,0.08,0.05,14000,0.9154929577464788
ionosphere,0.15,0.08,0.05,15000,0.9267605633802816
ionosphere,0.2,0.08,0.05,15000,0.9154929577464788
ionosphere,0.25,0.08,0.05,15000,0.9098591549295774
ionosphere,0.1,0.08,0.05,16000,0.9098591549295774
ionosphere,0.15,0.08,0.05,16000,0.9211267605633802
ionosphere,0.3,0.08,0.05,15000,0.9211267605633802
ionosphere,0.2,0.08,0.05,16000,0.9098591549295774
ionosphere,0.1,0.08,0.05,17000,0.9126760563380282
ionosphere,0.25,0.08,0.05,16000,0.9183098591549296
ionosphere,0.15,0.08,0.05,17000,0.9183098591549296
ionosphere,0.3,0.08,0.05,16000,0.904225352112676
ionosphere,0.2,0.08,0.05,17000,0.9183098591549296
ionosphere,0.1,0.08,0.05,18000,0.9183098591549296
ionosphere,0.15,0.08,0.05,18000,0.9183098591549296
ionosphere,0.25,0.08,0.05,17000,0.9267605633802816
ionosphere,0.3,0.08,0.05,17000,0.9154929577464788
ionosphere,0.2,0.08,0.05,18000,0.9183098591549296
ionosphere,0.1,0.08,0.05,19000,0.9126760563380282
ionosphere,0.25,0.08,0.05,18000,0.9098591549295774
ionosphere,0.15,0.08,0.05,19000,0.9098591549295774
ionosphere,0.3,0.08,0.05,18000,0.9154929577464788
ionosphere,0.2,0.08,0.05,19000,0.9126760563380282
ionosphere,0.1,0.08,0.05,20000,0.9126760563380282
ionosphere,0.25,0.08,0.05,19000,0.9211267605633802
ionosphere,0.3,0.08,0.05,19000,0.9126760563380282
ionosphere,0.15,0.08,0.05,20000,0.9126760563380282
ionosphere,0.2,0.08,0.05,20000,0.9183098591549295
ionosphere,0.1,0.08,0.1,1000,0.9154929577464788
ionosphere,0.25,0.08,0.05,20000,0.9126760563380282
ionosphere,0.15,0.08,0.1,1000,0.9183098591549296
ionosphere,0.3,0.08,0.05,20000,0.9183098591549296
ionosphere,0.2,0.08,0.1,1000,0.9098591549295774
ionosphere,0.1,0.08,0.1,2000,0.9154929577464788
ionosphere,0.15,0.08,0.1,2000,0.9154929577464788
ionosphere,0.25,0.08,0.1,1000,0.9183098591549295
ionosphere,0.2,0.08,0.1,2000,0.9211267605633802
ionosphere,0.3,0.08,0.1,1000,0.9154929577464788
ionosphere,0.1,0.08,0.1,3000,0.9070422535211268
ionosphere,0.25,0.08,0.1,2000,0.9070422535211267
ionosphere,0.15,0.08,0.1,3000,0.9098591549295774
ionosphere,0.3,0.08,0.1,2000,0.9070422535211267
ionosphere,0.2,0.08,0.1,3000,0.9098591549295774
ionosphere,0.1,0.08,0.1,4000,0.9070422535211268
ionosphere,0.15,0.08,0.1,4000,0.9126760563380281
ionosphere,0.25,0.08,0.1,3000,0.9211267605633802
ionosphere,0.3,0.08,0.1,3000,0.9154929577464788
ionosphere,0.2,0.08,0.1,4000,0.9126760563380282
ionosphere,0.1,0.08,0.1,5000,0.9154929577464788
ionosphere,0.25,0.08,0.1,4000,0.9098591549295774
ionosphere,0.15,0.08,0.1,5000,0.9126760563380282
ionosphere,0.3,0.08,0.1,4000,0.9183098591549296
